n0 3
n1 3
n2 3
n3 3
n4 3
n5 4
n6 4
n7 7
x(0, 0, 0, 0, 0, 0, 0, 0) 1
x(0, 0, 0, 0, 0, 0, 0, 1) 1
x(0, 0, 0, 0, 0, 0, 0, 2) 1
x(0, 0, 0, 0, 0, 0, 0, 3) 1
x(0, 0, 0, 0, 0, 0, 0, 4) 1
x(0, 0, 0, 0, 0, 0, 0, 5) 1
x(0, 0, 0, 0, 0, 0, 1, 0) 1
x(0, 0, 0, 0, 0, 0, 1, 1) 1
x(0, 0, 0, 0, 0, 0, 1, 2) 1
x(0, 0, 0, 0, 0, 0, 1, 3) 1
x(0, 0, 0, 0, 0, 0, 1, 4) 1
x(0, 0, 0, 0, 0, 0, 2, 0) 1
x(0, 0, 0, 0, 0, 0, 2, 1) 1
x(0, 0, 0, 0, 0, 0, 2, 2) 1
x(0, 0, 0, 0, 0, 0, 3, 0) 1
x(0, 0, 0, 0, 0, 0, 3, 1) 1
x(0, 0, 0, 0, 0, 1, 0, 0) 1
x(0, 0, 0, 0, 0, 1, 0, 1) 1
x(0, 0, 0, 0, 0, 1, 0, 2) 1
x(0, 0, 0, 0, 0, 1, 0, 3) 1
x(0, 0, 0, 0, 0, 1, 0, 4) 1
x(0, 0, 0, 0, 0, 1, 1, 0) 1
x(0, 0, 0, 0, 0, 1, 1, 1) 1
x(0, 0, 0, 0, 0, 1, 1, 2) 1
x(0, 0, 0, 0, 0, 1, 1, 3) 1
x(0, 0, 0, 0, 0, 1, 2, 0) 1
x(0, 0, 0, 0, 0, 1, 2, 1) 1
x(0, 0, 0, 0, 0, 1, 2, 2) 1
x(0, 0, 0, 0, 0, 1, 3, 0) 1
x(0, 0, 0, 0, 0, 2, 0, 0) 1
x(0, 0, 0, 0, 0, 2, 0, 1) 1
x(0, 0, 0, 0, 0, 2, 0, 2) 1
x(0, 0, 0, 0, 0, 2, 0, 3) 1
x(0, 0, 0, 0, 0, 2, 0, 4) 1
x(0, 0, 0, 0, 0, 2, 1, 0) 1
x(0, 0, 0, 0, 0, 2, 1, 1) 1
x(0, 0, 0, 0, 0, 2, 1, 2) 1
x(0, 0, 0, 0, 0, 2, 2, 0) 1
x(0, 0, 0, 0, 0, 2, 2, 1) 1
x(0, 0, 0, 0, 0, 3, 0, 0) 1
x(0, 0, 0, 0, 0, 3, 0, 1) 1
x(0, 0, 0, 0, 0, 3, 0, 2) 1
x(0, 0, 0, 0, 0, 3, 0, 3) 1
x(0, 0, 0, 0, 0, 3, 1, 0) 1
x(0, 0, 0, 0, 0, 3, 1, 1) 1
x(0, 0, 0, 0, 0, 3, 2, 0) 1
x(0, 0, 0, 0, 0, 4, 0, 0) 1
x(0, 0, 0, 0, 0, 4, 0, 1) 1
x(0, 0, 0, 0, 0, 4, 0, 2) 1
x(0, 0, 0, 0, 0, 4, 1, 0) 1
x(0, 0, 0, 0, 0, 4, 1, 1) 1
x(0, 0, 0, 0, 0, 5, 0, 0) 1
x(0, 0, 0, 0, 0, 5, 0, 1) 1
x(0, 0, 0, 0, 0, 5, 1, 0) 1
x(0, 0, 0, 0, 0, 6, 0, 0) 1
x(0, 0, 0, 0, 0, 7, 0, 0) 1
x(0, 0, 0, 0, 1, 0, 0, 0) 1
x(0, 0, 0, 0, 1, 0, 0, 1) 1
x(0, 0, 0, 0, 1, 0, 0, 2) 1
x(0, 0, 0, 0, 1, 0, 0, 3) 1
x(0, 0, 0, 0, 1, 0, 0, 4) 1
x(0, 0, 0, 0, 1, 0, 1, 0) 1
x(0, 0, 0, 0, 1, 0, 1, 1) 1
x(0, 0, 0, 0, 1, 0, 1, 2) 1
x(0, 0, 0, 0, 1, 0, 2, 0) 1
x(0, 0, 0, 0, 1, 0, 2, 1) 1
x(0, 0, 0, 0, 1, 0, 3, 0) 1
x(0, 0, 0, 0, 1, 1, 0, 0) 1
x(0, 0, 0, 0, 1, 1, 0, 1) 1
x(0, 0, 0, 0, 1, 1, 0, 2) 1
x(0, 0, 0, 0, 1, 1, 0, 3) 1
x(0, 0, 0, 0, 1, 1, 1, 0) 1
x(0, 0, 0, 0, 1, 1, 1, 1) 1
x(0, 0, 0, 0, 1, 1, 1, 2) 1
x(0, 0, 0, 0, 1, 1, 2, 0) 1
x(0, 0, 0, 0, 1, 2, 0, 0) 1
x(0, 0, 0, 0, 1, 2, 0, 1) 1
x(0, 0, 0, 0, 1, 2, 0, 2) 1
x(0, 0, 0, 0, 1, 2, 1, 0) 1
x(0, 0, 0, 0, 1, 2, 1, 1) 1
x(0, 0, 0, 0, 1, 3, 0, 0) 1
x(0, 0, 0, 0, 1, 3, 0, 1) 1
x(0, 0, 0, 0, 1, 3, 1, 0) 1
x(0, 0, 0, 0, 1, 4, 0, 0) 1
x(0, 0, 0, 0, 1, 4, 0, 1) 1
x(0, 0, 0, 0, 1, 5, 0, 0) 1
x(0, 0, 0, 0, 2, 0, 0, 0) 1
x(0, 0, 0, 0, 2, 0, 0, 1) 1
x(0, 0, 0, 0, 2, 0, 0, 2) 1
x(0, 0, 0, 0, 2, 0, 1, 0) 1
x(0, 0, 0, 0, 2, 0, 1, 1) 1
x(0, 0, 0, 0, 2, 0, 2, 0) 1
x(0, 0, 0, 0, 2, 1, 0, 0) 1
x(0, 0, 0, 0, 2, 1, 0, 1) 1
x(0, 0, 0, 0, 2, 1, 0, 2) 1
x(0, 0, 0, 0, 2, 1, 1, 0) 1
x(0, 0, 0, 0, 2, 2, 0, 0) 1
x(0, 0, 0, 0, 2, 2, 0, 1) 1
x(0, 0, 0, 0, 2, 3, 0, 0) 1
x(0, 0, 0, 0, 3, 0, 0, 0) 1
x(0, 0, 0, 0, 3, 0, 0, 1) 1
x(0, 0, 0, 0, 3, 0, 1, 0) 1
x(0, 0, 0, 0, 3, 1, 0, 0) 1
x(0, 0, 0, 0, 4, 0, 0, 0) 1
x(0, 0, 0, 1, 0, 0, 0, 0) 1
x(0, 0, 0, 1, 0, 0, 0, 1) 1
x(0, 0, 0, 1, 0, 0, 0, 2) 1
x(0, 0, 0, 1, 0, 0, 0, 3) 1
x(0, 0, 0, 1, 0, 0, 0, 4) 1
x(0, 0, 0, 1, 0, 0, 1, 0) 1
x(0, 0, 0, 1, 0, 0, 1, 1) 1
x(0, 0, 0, 1, 0, 0, 1, 2) 1
x(0, 0, 0, 1, 0, 0, 1, 3) 1
x(0, 0, 0, 1, 0, 0, 2, 0) 1
x(0, 0, 0, 1, 0, 0, 2, 1) 1
x(0, 0, 0, 1, 0, 0, 2, 2) 1
x(0, 0, 0, 1, 0, 0, 3, 0) 1
x(0, 0, 0, 1, 0, 1, 0, 0) 1
x(0, 0, 0, 1, 0, 1, 0, 1) 1
x(0, 0, 0, 1, 0, 1, 0, 2) 1
x(0, 0, 0, 1, 0, 1, 0, 3) 1
x(0, 0, 0, 1, 0, 1, 0, 4) 1
x(0, 0, 0, 1, 0, 1, 1, 0) 1
x(0, 0, 0, 1, 0, 1, 1, 1) 1
x(0, 0, 0, 1, 0, 1, 1, 2) 1
x(0, 0, 0, 1, 0, 1, 2, 0) 1
x(0, 0, 0, 1, 0, 1, 2, 1) 1
x(0, 0, 0, 1, 0, 2, 0, 0) 1
x(0, 0, 0, 1, 0, 2, 0, 1) 1
x(0, 0, 0, 1, 0, 2, 0, 2) 1
x(0, 0, 0, 1, 0, 2, 0, 3) 1
x(0, 0, 0, 1, 0, 2, 1, 0) 1
x(0, 0, 0, 1, 0, 2, 1, 1) 1
x(0, 0, 0, 1, 0, 2, 2, 0) 1
x(0, 0, 0, 1, 0, 3, 0, 0) 1
x(0, 0, 0, 1, 0, 3, 0, 1) 1
x(0, 0, 0, 1, 0, 3, 0, 2) 1
x(0, 0, 0, 1, 0, 3, 1, 0) 1
x(0, 0, 0, 1, 0, 3, 1, 1) 1
x(0, 0, 0, 1, 0, 4, 0, 0) 1
x(0, 0, 0, 1, 0, 4, 0, 1) 1
x(0, 0, 0, 1, 0, 4, 1, 0) 1
x(0, 0, 0, 1, 0, 5, 0, 0) 1
x(0, 0, 0, 1, 0, 6, 0, 0) 1
x(0, 0, 0, 1, 1, 0, 0, 0) 1
x(0, 0, 0, 1, 1, 0, 0, 1) 1
x(0, 0, 0, 1, 1, 0, 0, 2) 1
x(0, 0, 0, 1, 1, 0, 0, 3) 1
x(0, 0, 0, 1, 1, 0, 1, 0) 1
x(0, 0, 0, 1, 1, 0, 1, 1) 1
x(0, 0, 0, 1, 1, 0, 1, 2) 1
x(0, 0, 0, 1, 1, 0, 2, 0) 1
x(0, 0, 0, 1, 1, 1, 0, 0) 1
x(0, 0, 0, 1, 1, 1, 0, 1) 1
x(0, 0, 0, 1, 1, 1, 0, 2) 1
x(0, 0, 0, 1, 1, 1, 1, 0) 1
x(0, 0, 0, 1, 1, 1, 1, 1) 1
x(0, 0, 0, 1, 1, 2, 0, 0) 1
x(0, 0, 0, 1, 1, 2, 0, 1) 1
x(0, 0, 0, 1, 1, 2, 1, 0) 1
x(0, 0, 0, 1, 1, 3, 0, 0) 1
x(0, 0, 0, 1, 1, 3, 0, 1) 1
x(0, 0, 0, 1, 1, 4, 0, 0) 1
x(0, 0, 0, 1, 2, 0, 0, 0) 1
x(0, 0, 0, 1, 2, 0, 0, 1) 1
x(0, 0, 0, 1, 2, 0, 0, 2) 1
x(0, 0, 0, 1, 2, 0, 1, 0) 1
x(0, 0, 0, 1, 2, 1, 0, 0) 1
x(0, 0, 0, 1, 2, 1, 0, 1) 1
x(0, 0, 0, 1, 2, 2, 0, 0) 1
x(0, 0, 0, 1, 3, 0, 0, 0) 1
x(0, 0, 0, 2, 0, 0, 0, 0) 1
x(0, 0, 0, 2, 0, 0, 0, 1) 1
x(0, 0, 0, 2, 0, 0, 0, 2) 1
x(0, 0, 0, 2, 0, 0, 0, 3) 1
x(0, 0, 0, 2, 0, 0, 0, 4) 1
x(0, 0, 0, 2, 0, 0, 1, 0) 1
x(0, 0, 0, 2, 0, 0, 1, 1) 1
x(0, 0, 0, 2, 0, 0, 1, 2) 1
x(0, 0, 0, 2, 0, 0, 2, 0) 1
x(0, 0, 0, 2, 0, 0, 2, 1) 1
x(0, 0, 0, 2, 0, 1, 0, 0) 1
x(0, 0, 0, 2, 0, 1, 0, 1) 1
x(0, 0, 0, 2, 0, 1, 0, 2) 1
x(0, 0, 0, 2, 0, 1, 0, 3) 1
x(0, 0, 0, 2, 0, 1, 1, 0) 1
x(0, 0, 0, 2, 0, 1, 1, 1) 1
x(0, 0, 0, 2, 0, 1, 2, 0) 1
x(0, 0, 0, 2, 0, 2, 0, 0) 1
x(0, 0, 0, 2, 0, 2, 0, 1) 1
x(0, 0, 0, 2, 0, 2, 0, 2) 1
x(0, 0, 0, 2, 0, 2, 1, 0) 1
x(0, 0, 0, 2, 0, 2, 1, 1) 1
x(0, 0, 0, 2, 0, 3, 0, 0) 1
x(0, 0, 0, 2, 0, 3, 0, 1) 1
x(0, 0, 0, 2, 0, 3, 1, 0) 1
x(0, 0, 0, 2, 0, 4, 0, 0) 1
x(0, 0, 0, 2, 0, 5, 0, 0) 1
x(0, 0, 0, 2, 1, 0, 0, 0) 1
x(0, 0, 0, 2, 1, 0, 0, 1) 1
x(0, 0, 0, 2, 1, 0, 0, 2) 1
x(0, 0, 0, 2, 1, 0, 1, 0) 1
x(0, 0, 0, 2, 1, 0, 1, 1) 1
x(0, 0, 0, 2, 1, 1, 0, 0) 1
x(0, 0, 0, 2, 1, 1, 0, 1) 1
x(0, 0, 0, 2, 1, 1, 1, 0) 1
x(0, 0, 0, 2, 1, 2, 0, 0) 1
x(0, 0, 0, 2, 1, 2, 0, 1) 1
x(0, 0, 0, 2, 1, 3, 0, 0) 1
x(0, 0, 0, 2, 2, 0, 0, 0) 1
x(0, 0, 0, 2, 2, 0, 0, 1) 1
x(0, 0, 0, 2, 2, 1, 0, 0) 1
x(0, 0, 0, 3, 0, 0, 0, 0) 1
x(0, 0, 0, 3, 0, 0, 0, 1) 1
x(0, 0, 0, 3, 0, 0, 0, 2) 1
x(0, 0, 0, 3, 0, 0, 0, 3) 1
x(0, 0, 0, 3, 0, 0, 1, 0) 1
x(0, 0, 0, 3, 0, 0, 1, 1) 1
x(0, 0, 0, 3, 0, 0, 2, 0) 1
x(0, 0, 0, 3, 0, 1, 0, 0) 1
x(0, 0, 0, 3, 0, 1, 0, 1) 1
x(0, 0, 0, 3, 0, 1, 0, 2) 1
x(0, 0, 0, 3, 0, 1, 1, 0) 1
x(0, 0, 0, 3, 0, 1, 1, 1) 1
x(0, 0, 0, 3, 0, 2, 0, 0) 1
x(0, 0, 0, 3, 0, 2, 0, 1) 1
x(0, 0, 0, 3, 0, 2, 1, 0) 1
x(0, 0, 0, 3, 0, 3, 0, 0) 1
x(0, 0, 0, 3, 0, 4, 0, 0) 1
x(0, 0, 0, 3, 1, 0, 0, 0) 1
x(0, 0, 0, 3, 1, 0, 0, 1) 1
x(0, 0, 0, 3, 1, 0, 1, 0) 1
x(0, 0, 0, 3, 1, 1, 0, 0) 1
x(0, 0, 0, 3, 1, 1, 0, 1) 1
x(0, 0, 0, 3, 1, 2, 0, 0) 1
x(0, 0, 0, 3, 2, 0, 0, 0) 1
x(0, 0, 0, 4, 0, 0, 0, 0) 1
x(0, 0, 0, 4, 0, 0, 0, 1) 1
